"","Organization Name English","Organization Name/ ორგანიზაცია","Organization Status","სერვისი/service tags for sheaghe ","ცენტრის დასახელება/name of the center","Program Name/ ქვეპროგრამა","Target Group/ სამიზნე ჯგუფი","Name of Contact Person / ხელმძღვანელი/საკონტაქტო პირი","Website/facebook","email/ელ-მისამართი","phone/ ტელეფონი","Region/რეგიონი","Municipality Name/ მისამართი/ადმ ერთ","Address/ მისამართი"
"54","Future Beam","მომავლის სხივი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ცისკრის ვარსკვლავი;Tsiskris Varskvlavi","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","ხათუნა ცერცვაძე ","https://www.facebook.com/momavlisskhivi/","kcercvadze@gmail.com","595556544","გურია","ოზურგეთი","შევჩენკოს 5","41.44273","45.79102","შევჩენკოს 5","შევჩენკოს 5, ოზურგეთი, გურია, Georgia"
"55","Charity Associatioon ""Guria""","საქველმოქმედო ასოციაცია გურია","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ ბავშვები","რომან ლომაძე","https://www.facebook.com/disabledp ","roman.lomadze@gmail.com","555946466; 577780059; 0496275199","გურია","ოზურგეთი","კოსტავას ქ. N123","41.9294718","41.9931618","კოსტავას  123","კოსტავას 123, ოზურგეთი, გურია, Georgia"
"56","Child and Environment","ბავშვი და გარემო","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","საპოვნელა; Sapovnela","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","ნინო იაშვილი ","http://www.childandenvironment.org.ge/g_home.html","bavshvidagaremo@yahoo.com ","577405403; 599102251","ქვემო-ქართლი","რუსთავი","რუსთაველის 20","41.5477632","45.0135138","რუსთაველის 20","რუსთაველის 20, რუსთავი, ქვემო-ქართლი, Georgia"
"57","""Gene""","გენი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children ;ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ ბავშვები;შშმ პირები","ნინო გეგელია",""," nino_gegelia@yahoo.com","577402408","ქვემო-ქართლი","რუსთავი","ჭავჭავაძის N15","41.5430339","45.0119957","ჭავჭავაძის 15","ჭავჭავაძის 15, რუსთავი, ქვემო-ქართლი, Georgia"
"58","Association of Parents of Children with Nervous Diseases","ნერვული დაავადებებით დაავადებული ბავშვების მშობელთა ასოციაცია","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children ;ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ ბავშვები;შშმ პირები ","ქეთევან დურგლიშვილი","","kdurglishvili@gmail.com","597203234","ქვემო-ქართლი","რუსთავი","მე-6 მ/რ, ფალიაშვილის ქუჩის მიმდებარე ნაკვეთი N89","41.44273","45.79102","მე-6 მ/რ, ფალიაშვილის ქუჩის მიმდებარე ნაკვეთი 89","მე-6 მ/რ, ფალიაშვილის ქუჩის მიმდებარე ნაკვეთი 89, რუსთავი, ქვემო-ქართლი, Georgia"
"61","Kutaisi Education Development and Employment Center","ქუთაისის განათლების, განვითარების და დასაქმების ცენტრი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ლამპარი ; Lampari","დღის ცენტრი","შშმ ბავშვები","ლია კილაძე","http://www.kedec.ge/; https://www.facebook.com/kedec.ge/","kutaisi.youth@gmail.com","0431251330; 599157315","იმერეთი","სამტრედია","ჭანტურიასქ.N72_x000D_
N1ბაგა-ბაღი","41.44273","45.79102","ჭანტურიას72_x000D_
1ბაგა-ბაღი","ჭანტურიას72_x000D_
1ბაგა-ბაღი, სამტრედია, იმერეთი, Georgia"
"62","The Deaf Association of Georgia","საქართველოს ყრუთა კავშირი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","საჩხერეს დღის ცენტრი/ Sachkhere day center","დღის ცენტრი","შშმ ბავშვები","თამარ ზაბახიძე","","zabakhidze66@mail.ru","599316276","იმერეთი","საჩხერე","გორგასალის 6","42.345196","43.4144083","გორგასალის 6","გორგასალის 6, საჩხერე, იმერეთი, Georgia"
"63","""Lazare 2015""","ლაზარე 2015","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ ბავშვები","ეკატერინე სოლომონია","","eka.damenia@mail.ru","598159994","სამეგრელო","სენაკი","გამსახურდიას ქ. N7","42.2616367","42.0558871","გამსახურდიას  7","გამსახურდიას 7, სენაკი, სამეგრელო, Georgia"
"64","Sighnaghi Mothers Of Many Child and Child Welfare Committee","სიღნაღის მრავალშვილიან დედათა და უნარშეზღუდულ ბავშვთა დახმარების კომიტეტი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ ბავშვები","ნუნუ გილაშვილი","","nana_gilashvili@mail.ru","595540718","კახეთი","სიღნაღი","წნორი. რუსთაველის 43","41.44273","45.79102","წნორი. რუსთაველის 43","წნორი. რუსთაველის 43, სიღნაღი, კახეთი, Georgia"
"65","Coalition for Social Reforms","კოალიცია სოციალური რეფორმებისათვის","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ფოთის დღის ცენტრი/ Foti day center","დღის ცენტრი","შშმ ბავშვები","თამარ ფოფხაძე","https://www.facebook.com/KoalitsiaSotsialuriRepormebisatvis/","cofosore@gmail.com","593147805","სამეგრელო","ფოთი","წმ. გიორგის N56","41.44273","45.79102","წმ. გიორგის 56","წმ. გიორგის 56, ფოთი, სამეგრელო, Georgia"
"66","Welfare and Development Center","კეთილდღეობისა და განვითარების ცენტრი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ქარელის დღის ცენტრი/ Qareli day center","დღის ცენტრი","შშმ ბავშვები","თინა ბრეგვაძე","https://www.facebook.com/gorisinvalidtaklubi.asociacia","tina-1@rambler.ru","0370279825; 599792572; 558900559","შიდა ქართლი","ქარელი","ვაჟა- ფშაველას ქ. N19","42.0188301","43.8849914","ვაჟა- ფშაველას  19","ვაჟა- ფშაველას 19, ქარელი, შიდა ქართლი, Georgia"
"67","Caritas Georgia","საქველმოქმედო ფონდი საქართველოს კარიტასი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ქუთაისის მიტოვების რისკის ქვეშ მყოფი ბავშვები კარიტასი/ Kutaisi Center for children under the risk of abendoment Caritas  ","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","თამარ შარაშიძე","https://caritas.ge/ka/%E1%83%98%E1%83%9B%E1%83%9D%E1%83%A5%E1%83%9B%E1%83%94%E1%83%93%E1%83%94/","tamar.sharashidze@caritas.ge","2693413; 591229701","იმერეთი","ქუთაისი","9 აპრილის ქ. N33ა","41.44273","45.79102","9 აპრილის  33ა","9 აპრილის 33ა, ქუთაისი, იმერეთი, Georgia"
"68","Bridge to Social Inclusion","ხიდი სოციალური ინკლუზიისკენ","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი;ადრეული განვითარება","მძიმე და ღრმა გონებრივი განვითარების შეფერხების მქონე შშმ ბავშვი ;შშმ ბავშვები;ბავშვები 0-7 წლამდე ასაკის","ლიკა მხატვარი","https://www.facebook.com/BRIDGEsocialinclusion/","likapsy88@gmail.com","568183366","იმერეთი","ქუთაისი","ხარებავას 41","42.2557264","42.6132974","ხარებავას 41","ხარებავას 41, ქუთაისი, იმერეთი, Georgia"
"69","Development and Social Rehabilitation Center ""Tairisi""","განვითარებისა და სოციალური რეაბილიტაციის ცენტრი ""თაირისი""","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ქუთაისის ადრეული განვითარების პროგრამა და დღის ცენტრი თაირისი/Kutaisi early intervantion program and day center Tairisi","დღის ცენტრი;ადრეული განვითარება","შშმ ბავშვები","სოფიო ტყებუჩავა; ირინე აბდალაძე","","irinaabd@yandex.ru;tairis.ge@gmail.com ;irinaabd@yandex.ru","599713155; 599169572;","იმერეთი","ქუთაისი","ახალგაზრდობის გამზირი მე-3 შეს N4","41.44273","45.79102","ახალგაზრდობის გამზირი მე-3 შეს 4","ახალგაზრდობის გამზირი მე-3 შეს 4, ქუთაისი, იმერეთი, Georgia"
"70","Kutaisi Education Development and Employment Center","ქუთაისის განათლების, განვითარების და დასაქმების ცენტრი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ჯადოსნური სამყარო ; Jadosnuri Samkharo","დღის ცენტრი","შშმ ბავშვები","ლია კილაძე","http://www.kedec.ge/; https://www.facebook.com/kedec.ge/","kutaisi.youth@gmail.com","0431251330; 599157315","იმერეთი","ქუთაისი","დუმბაძის N59-61","42.2678858","42.695558","დუმბაძის 59-61","დუმბაძის 59-61, ქუთაისი, იმერეთი, Georgia"
"72","Day center of beneficiaries ""Valentine""","ბენეფიციართა დღის ცენტრი ვალენტინი","შპს ","ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ პირები ","ვალენტინა მახათაძე                           ","","maxatadze49@mail.ru","599726517; 599212844","იმერეთი","ქუთაისი","ნიკეას მე-2შესახ. N4/49. ხახანაშვილის ქN14","41.44273","45.79102","ნიკეას მე-2შესახ. 4/49. ხახანაშვილის ქ14","ნიკეას მე-2შესახ. 4/49. ხახანაშვილის ქ14, ქუთაისი, იმერეთი, Georgia"
"73","Development and Social Rehabilitation Center ""Tairisi""","განვითარებისა და სოციალური რეაბილიტაციის ცენტრი ""თაირისი""","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","ქუთაისის დღის ცენტრი შშმ პირებისთვის თაირისი/ Kutaisi Day center for People with disabilities Tairisi","დღის ცენტრი","შშმ პირები ","სოფიო ტყებუჩავა","","tairis.ge@gmail.com","577277545; 599713255","იმერეთი","ქუთაისი","ნ.დუმბაძის ქუჩა N59-61","41.44273","45.79102","ნ.დუმბაძის ქუჩა 59-61","ნ.დუმბაძის ქუჩა 59-61, ქუთაისი, იმერეთი, Georgia"
"74","","ქუთაისის ფსიქო–სოციალური რეაბილიტაციის ცენტრი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ პირები ","მაია ნუცუბიძე","","maia_nucubidze@yahoo.com","599182102","იმერეთი","ქუთაისი","ნინოშვილის ქ. მე7-ე ჩიხი N12","42.2514326","42.6893193","ნინოშვილის  მე7-ე ჩიხი 12","ნინოშვილის მე7-ე ჩიხი 12, ქუთაისი, იმერეთი, Georgia"
"75","Education Center","განათლების ცენტრი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ჩოხატაურის დღის ცენტრი თაირისი/ Chokhatauri Day Center Tairisi","დღის ცენტრი","შშმ ბავშვები","ირმა ჯიბუტი","","irmajibuti@list.ru","577624848","გურია","ჩოხატაური","წერეთლის 3","42.0141095","42.2379617","წერეთლის 3","წერეთლის 3, ჩოხატაური, გურია, Georgia"
"76","Imedi_3","იმედი_3","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ ბავშვები","ლია ჟვანია","","liajvania@gmail.com","579992007; 551158244","სამეგრელო","ჩხოროწყუ","ჭავჭავაძის ქ. 12","42.5229169","42.1274999","ჭავჭავაძის  12","ჭავჭავაძის 12, ჩხოროწყუ, სამეგრელო, Georgia"
"77","Saba+2011","საბა+2011","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ ბავშვები","დარეჯან სამუშია","","dajia1957@mail.ru","592900686; 591056239","სამეგრელო","წალენჯიხა","ს.ეწერი","41.44273","45.79102","ს.ეწერი","ს.ეწერი, წალენჯიხა, სამეგრელო, Georgia"
"78","Rehabilitation Center ""Chveni Sakhli""","სარეაბილიტაციო ცენტრი ჩვენი სახლი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","ნანა გვაჩლიანი","https://www.facebook.com/%E1%83%A1%E1%83%90%E1%83%A0%E1%83%94%E1%83%90%E1%83%91%E1%83%98%E1%83%9A%E1%83%98%E1%83%A2%E1%83%90%E1%83%AA%E1%83%98%E1%83%9D-%E1%83%AA%E1%83%94%E1%83%9C%E1%83%A2%E1%83%A0%E1%83%98-%E1%83%A9%E1%83%95%E1%83%94%E1%83%9C%E1%83%98-%E1%83%A1%E1%83%90%E1%83%AE%E1%83%9A%E1%83%98-1210833105631580/","chvenisakhli@rambler.ru","0436 224313; 598217021","იმერეთი","წყალტუბო","9 აპრილის ქ. 1შეს.N2","41.44273","45.79102","9 აპრილის  1შეს.2","9 აპრილის 1შეს.2, წყალტუბო, იმერეთი, Georgia"
"79","Child and Environment","ბავშვი და გარემო","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ჯეჯილი; Shoots","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","ნინო იაშვილი ","http://www.childandenvironment.org.ge/g_home.html","bavshvidagaremo@yahoo.com ","577405403","იმერეთი","ჭიათურა","ბარათაშვილის 53","41.44273","45.79102","ბარათაშვილის 53","ბარათაშვილის 53, ჭიათურა, იმერეთი, Georgia"
"80","Development and Social Rehabilitation Center ""Tairisi""","განვითარებისა და სოციალური რეაბილიტაციის ცენტრი ""თაირისი""","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ხარაგაულის დღის ცენტრი თაირისი/ Kharagauli day center Tairisi","დღის ცენტრი","შშმ ბავშვები","სოფიო ტყებუჩავა","","tairis.ge@gmail.com","577277545; 599713255","იმერეთი","ხარაგაული","სოფ. ბორითი","41.44273","45.79102","სოფ. ბორითი","სოფ. ბორითი, ხარაგაული, იმერეთი, Georgia"
"81","Found ""Panacea""","ფონდი PANACEA","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ ბავშვები","მიხეილ ქუთათელაძე","","lia.khachapuridze@gmail.com","599141602","იმერეთი","ხონი","ხონელიძის N61","41.44273","45.79102","ხონელიძის 61","ხონელიძის 61, ხონი, იმერეთი, Georgia"
"82","With the Lord's help","უფლის შეწევნით","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","ამალია მახნიაშვილი/მონაზონი ირინე","","amaliamaxniashvili@rambler.ru","557943857","შიდა ქართლი","ქარელი","რუსთაველის ქ.#4","42.0199989","43.897479","რუსთაველის 4","რუსთაველის 4, ქარელი, შიდა ქართლი, Georgia"
"83","""Koloriti 1998""","კოლორიტი 1991","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","გარი ჩაფიძე","","chapidzegari@yahoo.com","597146146; (0341)22-25-00; 281400","ქვემო-ქართლი","რუსთავი","შევჩენკოს ქ.#5","41.5545822","44.9875485","შევჩენკოს 5","შევჩენკოს 5, რუსთავი, ქვემო-ქართლი, Georgia"
"84","""The Way of Virtue""","სათნოების გზა","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","გურამ ჭყონია","","satnoebisgza@gmail.com","571383311;555175271","","თბილისი","ნაძალადევის რ-ნი ჯანელიძის ქ 25ა","41.44273","45.79102","ნაძალადევის რ-ნი ჯანელიძის ქ 25ა","ნაძალადევის რ-ნი ჯანელიძის ქ 25ა, თბილისი, , Georgia"
"85","Archimedes Elderly boarding house","არქიმედეს ხანდაზმულთა პანსიონატი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","თამარ მებონია","","tmebonia@archimedes.ge","577907002; 599989880","კახეთი","ლაგოდეხი","ჯანელიძის ქუჩა","41.8322334","46.2701149","ჯანელიძის ქუჩა","ჯანელიძის ქუჩა, ლაგოდეხი, კახეთი, Georgia"
"86","Hand in Hand","ხელი ხელს","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","საოჯახო ტიპის სახლი თაყაიშვილზე ხელი ხელს/small group home on Takhaishvili street hand in hand","საოჯახო ტიპის სათემო","შშმ პირები ","თამარ შიშნიაშვილი","http://handinhand.ge/ge/","t.shishniashvili@handinhand.ge","577282866; 591706789; 568613077","კახეთი","გურჯაანი","თაყაიშვილის ქ.#30","41.7506","45.78958","თაყაიშვილის 30","თაყაიშვილის 30, გურჯაანი, კახეთი, Georgia"
"87","Hand in Hand","ხელი ხელს","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","საოჯახო ტიპის სახლი ახმეტელზე ხელი ხელს/small group home on Akhmeteli street hand in hand","საოჯახო ტიპის სათემო","შშმ პირები ","თამარ შიშნიაშვილი","http://handinhand.ge/ge/","handinhandg@gmail.com","577282866; 591706789; 568613077","კახეთი","გურჯაანი","ახმეტელის ქ.#16","41.7401898","45.7926366","ახმეტელის 16","ახმეტელის 16, გურჯაანი, კახეთი, Georgia"
"88","Hand in Hand","ხელი ხელს","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","საოჯახო ტიპის სათემო","შშმ პირები ","თამარ შიშნიაშვილი","http://handinhand.ge/ge/","t.shishniashvili@handinhand.ge","577282866; 577559956","თბილისი","თბილისი","ავჭალა, 1 სამხედრო დასახლება #45ა","41.44273","45.79102","ავჭალა, 1 სამხედრო დასახლება 45ა","ავჭალა, 1 სამხედრო დასახლება 45ა, თბილისი, , Georgia"
"89","Hand in Hand","ხელი ხელს","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","საოჯახო ტიპის სათემო","შშმ პირები ","თამარ შიშნიაშვილი","http://handinhand.ge/ge/","tshishniashvili@handinhand.ge","577282866; 595525303; 577559956","თბილისი","თბილისი","ავჭალა, 1 სამხედრო დასახლება #45, ბ2","41.44273","45.79102","ავჭალა, 1 სამხედრო დასახლება 45, ბ2","ავჭალა, 1 სამხედრო დასახლება 45, ბ2, თბილისი, , Georgia"
"90","Hand in Hand","ხელი ხელს","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","მუხიანის საოჯახო ტიპის სახლი ხელი ხელს/ Mukhiani Small group home hand in hand","საოჯახო ტიპის სათემო","შშმ პირები ","თამარ შიშნიაშვილი,","http://handinhand.ge/ge/","t.shishniashvili@handinhand.ge","577282866; 577559956","თბილისი","თბილისი","მუხიანის სამხედრო დასახლების მიმ-რე ტერ-ა, ავჭალა 1","41.44273","45.79102","მუხიანის სამხედრო დასახლების მიმ-რე ტერ-ა, ავჭალა 1","მუხიანის სამხედრო დასახლების მიმ-რე ტერ-ა, ავჭალა 1, თბილისი, , Georgia"
"91","Union of Socially Vulnerable Therapy of Sighnaghi Region","სიღნაღის რეგიონის სოციალურად უმწეოთა თერაპიის კავშირი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","შშმ პირები ","ლალი ხანდოლიშვილი             ","","signagi@heim.ge; qedelicommunity@gmail.com","355236158; 599686718; 599230938","კახეთი","სიღნაღი","ქედელის დასახლება, ნონეშვილის ქუჩა","41.44273","45.79102","ქედელის დასახლება, ნონეშვილის ქუჩა","ქედელის დასახლება, ნონეშვილის ქუჩა, სიღნაღი, კახეთი, Georgia"
"92","Carefree Old Age","უზრუნველი სიბერე","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","ლეილა ბოქოლიშვილი","https://www.facebook.com/people/%E1%83%A3%E1%83%96%E1%83%A0%E1%83%A3%E1%83%9C%E1%83%95%E1%83%94%E1%83%9A%E1%83%98-%E1%83%A1%E1%83%98%E1%83%91%E1%83%94%E1%83%A0%E1%83%94/100009288317722","tkupi84@mail.ru","557007082; 514608008","კახეთი","სიღნაღი","სოფ. ბოდბისხევი","41.44273","45.79102","სოფ. ბოდბისხევი","სოფ. ბოდბისხევი, სიღნაღი, კახეთი, Georgia"
"93","House Without Borders","სახლი საზღვრების გარეშე","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","ლუდმილა სალია","https://www.facebook.com/sakhlisazgvrebsgareshe/","pavlo.b56@mail.ru","593199542; 599906548","შიდა ქართლი","გორი","სოფ. ხურვალეთი","41.44273","45.79102","სოფ. ხურვალეთი","სოფ. ხურვალეთი, გორი, შიდა ქართლი, Georgia"
"94","Boarding House of Old People and People with Disabilities ""My Family""","მოხუცებულთა და შეზღუდული შესაძლებლობების მქონე პირთა პანსიონატი ჩემი ოჯახი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","მაია ახალაძე","","akhaladze25@yahoo.com","595410740","თბილისი","თბილისი","გლდანის მე-2 მასივის ტერიტორია","41.44273","45.79102","გლდანის მე-2 მასივის ტერიტორია","გლდანის მე-2 მასივის ტერიტორია, თბილისი, , Georgia"
"95","Young Pedagogues Union","ახალგაზრთა პედაგოგთა კავშირი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","სოფელი ანასეულის სათემო მომსახურეობის ცენტრი/ Village Anaseuli  community service center","სათემო","ხანდაზმული","მარინა თოფურია ","http://apk.ge/","ypuozurgeti@yahoo.com","593332317","გურია","ოზურგეთი","სოფ. ანასეული, მეცნიერების ქ.16","41.44273","45.79102","სოფ. ანასეული, მეცნიერების 16","სოფ. ანასეული, მეცნიერების 16, ოზურგეთი, გურია, Georgia"
"96","Charity Found ""Barbare-XXI""","საქველმოქმედო ფონდი ბარბარე-XXI ","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","მერაბ შათირიშვილი","https://www.facebook.com/Barbare-XXI-Home-For-The-Elderly-1683530271896673/","Barbare_21@yahoo.com","555513665","თბილისი","თბილისი","გლდანი-ნაძალადევის რ-ნი. სოფ. გლდანი","41.44273","45.79102","გლდანი-ნაძალადევის რ-ნი. სოფ. გლდანი","გლდანი-ნაძალადევის რ-ნი. სოფ. გლდანი, თბილისი, , Georgia"
"97","Kidness House","სიკეთის სახლი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","ნათია გუშარაშვილი","https://www.facebook.com/siketis.saxli","siketissakli@gmail.com","555500143; 551154305","თბილისი","თბილისი","სოფ.გლდანი, ","41.44273","45.79102","სოფ.გლდანი, ","სოფ.გლდანი, თბილისი, , Georgia"
"98","Beteli","ბეთელი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","ნანა მანიჟაშვილი","","nnlp.beteli@mail.ru","599519107; 243680","კახეთი","წნორი","აღმაშენებლის ქ.#65","41.6246486","45.9695451","აღმაშენებლის 65","აღმაშენებლის 65, წნორი, კახეთი, Georgia"
"99","Temi Community","საქველმოქმედო კავშირი თემი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","შშმ პირები ","ნიკოლოზ კვაშალი","https://www.facebook.com/TEMI.community/","natomosiashvili@gmail.com","598350036; 598350036","კახეთი","ყვარელი","სოფ. გრემი","41.44273","45.79102","სოფ. გრემი","სოფ. გრემი, ყვარელი, კახეთი, Georgia"
"100","Brocliani Virtue House","ბროწლიანის სათნოების სახლი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","შშმ პირები ","ნინო გურაშვილი","","lelapanacea@gmail.com","599965570; 577488478","კახეთი","სიღნაღი","სოფ. საქობო","41.44273","45.79102","სოფ. საქობო","სოფ. საქობო, სიღნაღი, კახეთი, Georgia"
"101","Basiliada","ბასილიადა","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","ხანდაზმული","რუსუდან ბერიძე","https://www.facebook.com/%E1%83%91%E1%83%90%E1%83%A1%E1%83%98%E1%83%9A%E1%83%98%E1%83%90%E1%83%93%E1%83%90-%E1%83%AE%E1%83%90%E1%83%9C%E1%83%93%E1%83%90%E1%83%96%E1%83%9B%E1%83%A3%E1%83%9A%E1%83%97%E1%83%90-%E1%83%9E%E1%83%90%E1%83%9C%E1%83%A1%E1%83%98%E1%83%9D%E1%83%9C%E1%83%90%E1%83%A2%E1%83%98-1683657645183103/","beridze-rusiko@rambler.ru","591337773;   599507870","თბილისი","თბილისი","თ. უშაკოვის ქ.#1ა","41.44273","45.79102","თ. უშაკოვის 1ა","თ. უშაკოვის 1ა, თბილისი, , Georgia"
"102","Generation Home","თაობათა კერა","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","სათემო","შშმ პირები ","ქეთევან ლეკვეიშვილი","https://www.facebook.com/%E1%83%90%E1%83%90%E1%83%98%E1%83%9E-%E1%83%97%E1%83%90%E1%83%9D%E1%83%91%E1%83%90%E1%83%97%E1%83%90-%E1%83%99%E1%83%94%E1%83%A0%E1%83%90-772864362837086/","ketino.71@mail.ru","598170882; 599370990","კახეთი","სიღნაღი","სოფელი ბოდბისხევი","41.44273","45.79102","სოფელი ბოდბისხევი","სოფელი ბოდბისხევი, სიღნაღი, კახეთი, Georgia"
"105","Rehabilitation Center ""Naio""","რეაბილიტაციის ცენტრი ნაიო","ა(ა)იპ","ფიზიკური რეაბილიტაცია; Rehabilitation/  სერვისები ბავშვებისათვის; Children","","ბავშვთა აბილიტაცია/რეაბილიტაცია","ბავშვები 0-18 წლამდე ასაკის","ზაზა პატარიძე","https://www.facebook.com/profile.php?id=100011614270090","zaza_pataridze@hotmail.com","592311791;593311791","იმერეთი","ქუთაისი","ქუთაისი. 5","42.271584","42.705359","ქუთაისი. 5","ქუთაისი. 5, ქუთაისი, იმერეთი, Georgia"
"106","Unemedi Adjara - Chakvi Medical Center","უნიმედი აჭარა - ჩაქვის სამედიცინო ცენტრი","შპს ","ფიზიკური რეაბილიტაცია; Rehabilitation/  სერვისები ბავშვებისათვის; Children","","ბავშვთა აბილიტაცია/რეაბილიტაცია;ადრეული განვითარება","ბავშვები 0-18 წლამდე ასაკის;ბავშვები 0-7 წლამდე ასაკის","ლაშა მდივანი","","mtskomelidze@evex.ge","2550505","აჭარა","ქობულეთი","დაბა ჩაქვი. თამარ მეფის 40–ის მიმდებარედ","41.44273","45.79102","დაბა ჩაქვი. თამარ მეფის 40–ის მიმდებარედ","დაბა ჩაქვი. თამარ მეფის 40–ის მიმდებარედ, ქობულეთი, აჭარა, Georgia"
"107","Children's Health Center","ბავშვთა ჯანმრთელობის ცენტრი ","შპს ","ფიზიკური რეაბილიტაცია; Rehabilitation/  სერვისები ბავშვებისათვის; Children","","ბავშვთა აბილიტაცია/რეაბილიტაცია","ბავშვები 0-18 წლამდე ასაკის","თამილა თეიმურაზიშვილი","https://www.facebook.com/%E1%83%91%E1%83%90%E1%83%95%E1%83%A8%E1%83%95%E1%83%97%E1%83%90-%E1%83%AF%E1%83%90%E1%83%9C%E1%83%9B%E1%83%A0%E1%83%97%E1%83%94%E1%83%9A%E1%83%9D%E1%83%91%E1%83%98%E1%83%A1-%E1%83%AA%E1%83%94%E1%83%9C%E1%83%A2%E1%83%A0%E1%83%98-1581361365479934/?hc_ref=ARRDDbqmgcMW2ieltb796BDoCcNlSrXRNlTYQYy4zdwLXJuNTxIEJ6RM4JtqZLN_KH4&fref=nf","telavisbavshvta@yahoo.com, tamartkhlashidze@gmail.com","599502127;00350273791","კახეთი","თელავი","თელავი, ალადაშვილის 2","41.44273","45.79102","თელავი, ალადაშვილის 2","თელავი, ალადაშვილის 2, თელავი, კახეთი, Georgia"
"108","Medical Diagnostic Center Raidmedi","სამკურნალო–დიაგნოსტიკური ცენტრი რაიდმედი","შპს ","ფიზიკური რეაბილიტაცია; Rehabilitation/  სერვისები ბავშვებისათვის; Children","","ბავშვთა აბილიტაცია/რეაბილიტაცია","ბავშვები 0-18 წლამდე ასაკის","დავით ბურჯანაძე","","ridemed@gmail.com       tengoburjanadze@gmail.com  Nana Chigladze <chigladze1961@gmail.com>;","2106126","თბილისი","თბილისი","ლისი 288","41.7568819","44.6730473","ლისი 288","ლისი 288, თბილისი, , Georgia"
